"","X","swagger","info","host","basePath","schemes","consumes","produces","paths","definitions","parameters","responses","securityDefinitions","security","tags","externalDocs","cluster.results$cluster"
"244","azure.com:automation-connectionType",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"245","azure.com:automation-credential",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"246","azure.com:automation-dscCompilationJob",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"247","azure.com:automation-dscConfiguration",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"248","azure.com:automation-dscNode",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"249","azure.com:automation-dscNodeConfiguration",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"250","azure.com:automation-hybridRunbookWorkerGroup",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"251","azure.com:automation-job",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"252","azure.com:automation-jobSchedule",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"253","azure.com:automation-linkedWorkspace",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"254","azure.com:automation-module",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"255","azure.com:automation-runbook",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"256","azure.com:automation-schedule",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"257","azure.com:automation-softwareUpdateConfiguration",1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,6
"258","azure.com:automation-softwareUpdateConfigurationMachineRun",1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,6
"259","azure.com:automation-softwareUpdateConfigurationRun",1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,6
"260","azure.com:automation-sourceControl",1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,2
"261","azure.com:automation-sourceControlSyncJob",1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,2
"262","azure.com:automation-variable",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"263","azure.com:automation-webhook",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"264","azure.com:azsadmin-Alert",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"265","azure.com:azsadmin-CommerceAdmin",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"266","azure.com:azsadmin-EdgeGateway",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"267","azure.com:azsadmin-EdgeGatewayPool",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"268","azure.com:azsadmin-FabricLocation",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"269","azure.com:azsadmin-FileShare",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"270","azure.com:azsadmin-InfraRole",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"271","azure.com:azsadmin-InfraRoleInstance",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"272","azure.com:azsadmin-IpPool",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"273","azure.com:azsadmin-LogicalNetwork",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"274","azure.com:azsadmin-LogicalSubnet",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"275","azure.com:azsadmin-MacAddressPool",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"276","azure.com:azsadmin-Operations",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"277","azure.com:azsadmin-RegionHealth",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"278","azure.com:azsadmin-ResourceHealth",1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,2
"279","azure.com:azsadmin-ScaleUnit",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"280","azure.com:azsadmin-ScaleUnitNode",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"281","azure.com:azsadmin-ServiceHealth",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"282","azure.com:azsadmin-SlbMuxInstance",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"283","azure.com:azsadmin-StoragePool",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"284","azure.com:azsadmin-StorageSystem",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"285","azure.com:azsadmin-Volume",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"286","azure.com:azurestack-AzureStack",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"287","azure.com:azurestack-CustomerSubscription",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"288","azure.com:azurestack-Product",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"289","azure.com:azurestack-Registration",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"290","azure.com:batch-BatchManagement",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"291","azure.com:batchai-BatchAI",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"292","azure.com:billing",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"293","azure.com:cdn",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"294","azure.com:cognitiveservices",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"295","azure.com:cognitiveservices-ComputerVision",1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,6
"296","azure.com:cognitiveservices-ContentModerator",1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,6
"297","azure.com:cognitiveservices-Face",1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,6
"298","azure.com:cognitiveservices-LUIS-Programmatic",1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,6
"299","azure.com:cognitiveservices-LUIS-Runtime",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"300","azure.com:cognitiveservices-TextAnalytics",1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,6
"301","azure.com:commerce",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,2
"302","azure.com:compute",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"303","azure.com:compute-containerService",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"304","azure.com:compute-disk",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"305","azure.com:compute-runCommands",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"306","azure.com:compute-skus",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"307","azure.com:compute-swagger",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"308","azure.com:consumption",1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,2
"309","azure.com:containerinstance-containerInstance",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"310","azure.com:containerregistry",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"311","azure.com:containerservices-containerService",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"312","azure.com:containerservices-location",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"313","azure.com:containerservices-managedClusters",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"314","azure.com:cosmos-db",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"315","azure.com:customer-insights",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"316","azure.com:datacatalog",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"317","azure.com:datafactory",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"318","azure.com:datalake-analytics-account",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"319","azure.com:datalake-analytics-catalog",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,2
"320","azure.com:datalake-analytics-job",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,2
"321","azure.com:datalake-store-account",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"322","azure.com:datalake-store-filesystem",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,2
"323","azure.com:datamigration",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"324","azure.com:deviceprovisioningservices-iotdps",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"325","azure.com:devtestlabs-DTL",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"326","azure.com:dns",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"327","azure.com:domainservices",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"328","azure.com:eventgrid-EventGrid",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"329","azure.com:eventhub-EventHub",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"330","azure.com:hanaonazure",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"331","azure.com:hdinsight-applications",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"332","azure.com:hdinsight-capabilities",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"333","azure.com:hdinsight-cluster",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"334","azure.com:hdinsight-configurations",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"335","azure.com:hdinsight-extensions",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"336","azure.com:hdinsight-operations",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"337","azure.com:hdinsight-scriptActions",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"338","azure.com:intune",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,2
"339","azure.com:iothub",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"340","azure.com:keyvault",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,2
"341","azure.com:keyvault-providers",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"342","azure.com:keyvault-secrets",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"343","azure.com:locationbasedservices",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"344","azure.com:logic",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"345","azure.com:machinelearning-commitmentPlans",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"346","azure.com:machinelearning-webservices",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"347","azure.com:machinelearning-workspaces",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"348","azure.com:machinelearningcompute-machineLearningCompute",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"349","azure.com:machinelearningexperimentation-machineLearningExperimentation",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"350","azure.com:managementgroups-management",1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,2
"351","azure.com:managementpartner-ManagementPartner",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"352","azure.com:marketplaceordering-Agreements",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"353","azure.com:mediaservices-media",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"354","azure.com:migrate",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"355","azure.com:mobileengagement-mobile-engagement",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"356","azure.com:monitor-actionGroups_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"357","azure.com:monitor-activityLogAlerts_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"358","azure.com:monitor-activityLogs_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"359","azure.com:monitor-alertRulesIncidents_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"360","azure.com:monitor-alertRules_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"361","azure.com:monitor-autoscale_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"362","azure.com:monitor-baseline_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"363","azure.com:monitor-calculateBaseline_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"364","azure.com:monitor-diagnosticsSettingsCategories_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"365","azure.com:monitor-diagnosticsSettings_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"366","azure.com:monitor-eventCategories_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"367","azure.com:monitor-logProfiles_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"368","azure.com:monitor-metricDefinitions_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"369","azure.com:monitor-metrics_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"370","azure.com:monitor-operations_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"371","azure.com:monitor-serviceDiagnosticsSettings_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"372","azure.com:monitor-tenantActivityLogs_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"373","azure.com:msi-ManagedIdentity",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"374","azure.com:mysql",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"375","azure.com:network",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"376","azure.com:network-applicationGateway",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"377","azure.com:network-applicationSecurityGroup",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"378","azure.com:network-checkDnsAvailability",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"379","azure.com:network-endpointService",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"380","azure.com:network-expressRouteCircuit",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"381","azure.com:network-loadBalancer",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"382","azure.com:network-networkInterface",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"383","azure.com:network-networkSecurityGroup",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"384","azure.com:network-networkWatcher",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"385","azure.com:network-operation",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"386","azure.com:network-publicIpAddress",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"387","azure.com:network-routeFilter",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"388","azure.com:network-routeTable",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"389","azure.com:network-serviceCommunity",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"390","azure.com:network-usage",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"391","azure.com:network-virtualNetwork",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"392","azure.com:network-virtualNetworkGateway",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"393","azure.com:network-vmssNetworkInterface",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"394","azure.com:network-vmssPublicIpAddress",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"395","azure.com:notificationhubs",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"396","azure.com:operationalinsights-OperationalInsights",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"397","azure.com:operationsmanagement-OperationsManagement",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"398","azure.com:policyinsights-policyEvents",1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,2
"399","azure.com:policyinsights-policyStates",1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,2
"400","azure.com:postgresql",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"401","azure.com:powerbidedicated",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"402","azure.com:powerbiembedded",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,2
"403","azure.com:provisioningservices-iotdps",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"404","azure.com:recoveryservices-backup",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"405","azure.com:recoveryservices-registeredidentities",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"406","azure.com:recoveryservices-replicationusages",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"407","azure.com:recoveryservices-vaults",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"408","azure.com:recoveryservices-vaultusages",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"409","azure.com:recoveryservicesbackup",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"410","azure.com:recoveryservicesbackup-backupManagement",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"411","azure.com:recoveryservicesbackup-bms",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"412","azure.com:recoveryservicesbackup-jobs",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"413","azure.com:recoveryservicesbackup-operations",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"414","azure.com:recoveryservicesbackup-registeredIdentities",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"415","azure.com:recoveryservicessiterecovery-service",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"416","azure.com:redis",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"417","azure.com:relay",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"418","azure.com:reservations",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"419","azure.com:resourcehealth",1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,2
"420","azure.com:resources",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"421","azure.com:resources-features",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"422","azure.com:resources-links",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"423","azure.com:resources-locks",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"424","azure.com:resources-managedapplications",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"425","azure.com:resources-management",1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,2
"426","azure.com:resources-policy",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"427","azure.com:resources-policyAssignments",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"428","azure.com:resources-policyDefinitions",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"429","azure.com:resources-policySetDefinitions",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"430","azure.com:resources-subscriptions",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"431","azure.com:scheduler",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,2
"432","azure.com:search",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"433","azure.com:search-searchindex",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,2
"434","azure.com:search-searchservice",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,2
"435","azure.com:servermanagement",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"436","azure.com:service-map-arm-service-map",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"437","azure.com:servicebus",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"438","azure.com:servicefabric",1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,2
"439","azure.com:sql-Databases",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"440","azure.com:sql-advisors",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"441","azure.com:sql-backupLongTermRetentionPolicies",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"442","azure.com:sql-backupLongTermRetentionVaults",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"443","azure.com:sql-backups",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"444","azure.com:sql-blobAuditingPolicies",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"445","azure.com:sql-cancelOperations",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"446","azure.com:sql-cancelPoolOperations",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"447","azure.com:sql-capabilities",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"448","azure.com:sql-checkNameAvailability",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"449","azure.com:sql-connectionPolicies",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"450","azure.com:sql-dataMasking",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"451","azure.com:sql-dataWarehouseUserActivities",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"452","azure.com:sql-databaseAutomaticTuning",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"453","azure.com:sql-databaseSecurityAlertPolicies",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"454","azure.com:sql-databases",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"455","azure.com:sql-deprecated",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"456","azure.com:sql-disasterRecoveryConfigurations",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"457","azure.com:sql-elasticPools",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"458","azure.com:sql-encryptionProtectors",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"459","azure.com:sql-failoverGroups",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"460","azure.com:sql-firewallRules",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"461","azure.com:sql-geoBackupPolicies",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"462","azure.com:sql-importExport",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"463","azure.com:sql-managedDatabases",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"464","azure.com:sql-metrics",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"465","azure.com:sql-operations",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"466","azure.com:sql-queries",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"467","azure.com:sql-renameDatabase",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"468","azure.com:sql-replicationLinks",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"469","azure.com:sql-restorePoints",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"470","azure.com:sql-serverAutomaticTuning",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
"471","azure.com:sql-serverAzureADAdministrators",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2
