"","X","swagger","info","host","basePath","schemes","consumes","produces","paths","definitions","parameters","responses","securityDefinitions","security","tags","externalDocs","cluster.results$cluster"
"732","googleapis.com:prediction",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"733","googleapis.com:proximitybeacon",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"734","googleapis.com:pubsub",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"735","googleapis.com:qpxExpress",1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
"736","googleapis.com:replicapool",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"737","googleapis.com:replicapoolupdater",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"738","googleapis.com:reseller",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"739","googleapis.com:resourceviews",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"740","googleapis.com:runtimeconfig",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"741","googleapis.com:safebrowsing",1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
"742","googleapis.com:script",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"743","googleapis.com:searchconsole",1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
"744","googleapis.com:serviceconsumermanagement",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"745","googleapis.com:servicecontrol",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"746","googleapis.com:servicemanagement",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"747","googleapis.com:serviceusage",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"748","googleapis.com:serviceuser",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"749","googleapis.com:sheets",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"750","googleapis.com:siteVerification",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"751","googleapis.com:slides",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"752","googleapis.com:sourcerepo",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"753","googleapis.com:spanner",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"754","googleapis.com:spectrum",1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
"755","googleapis.com:speech",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"756","googleapis.com:sqladmin",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"757","googleapis.com:storage",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"758","googleapis.com:storagetransfer",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"759","googleapis.com:streetviewpublish",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"760","googleapis.com:surveys",1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1
"761","googleapis.com:tagmanager",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"762","googleapis.com:taskqueue",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"763","googleapis.com:tasks",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"764","googleapis.com:testing",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"765","googleapis.com:toolresults",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"766","googleapis.com:tpu",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"767","googleapis.com:tracing",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"768","googleapis.com:translate",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"769","googleapis.com:urlshortener",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"770","googleapis.com:vault",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"771","googleapis.com:videointelligence",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"772","googleapis.com:vision",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"773","googleapis.com:webfonts",1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
"774","googleapis.com:webmasters",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"775","googleapis.com:youtube",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"776","googleapis.com:youtubeAnalytics",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"777","googleapis.com:youtubereporting",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
"778","gov.bc.ca:bcdc",1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,4
"779","gov.bc.ca:bcgnws",1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,4
"780","gov.bc.ca:geocoder",1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,4
"781","gov.bc.ca:geomark",1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1
"782","gov.bc.ca:jobposting",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,5
"783","gov.bc.ca:news",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,5
"784","gov.bc.ca:open511",1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,4
"785","gov.bc.ca:router",1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,6
"786","graphhopper.com",1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,6
"787","greenpeace.org",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5
"788","gsa.gov",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,4
"789","hackathonwatch.com",1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,4
"790","haloapi.com:metadata",1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,6
"791","haloapi.com:profile",1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,6
"792","haloapi.com:stats",1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,6
"793","haloapi.com:ugc",1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,6
"794","healthcare.gov",1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1
"795","hetras-certification.net:booking",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,5
"796","hetras-certification.net:hotel",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,5
"797","hhs.gov",1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,4
"798","highwaysengland.co.uk",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5
"799","hsbc.com",1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,5
"800","icons8.com",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,5
"801","idtbeyond.com",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5
"802","ijenko.net",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2
"803","illumidesk.com",1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,2
"804","import.io:data",1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1
"805","import.io:extraction",1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1
"806","import.io:rss",1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1
"807","import.io:run",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,4
"808","import.io:schedule",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,4
"809","inboxroute.com",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,6
"810","infermedica.com",1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,4
"811","instagram.com",1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1
"812","instawell.com",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5
"813","iqualify.com",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
"814","isbndb.com",1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,6
"815","isendpro.com",1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,5
"816","iva-api.com",1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1
"817","je-apis.com",1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,4
"818","jirafe.com",1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1
"819","jumpseller.com",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,5
"820","just-eat.co.uk",1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,5
"821","koomalooma.com",1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,6
"822","kubernetes.io",1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,6
"823","landregistry.gov.uk:deed",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,5
"824","launchdarkly.com",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2
"825","learnifier.com",1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,5
"826","letmc.com:basic-tier",1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,6
"827","letmc.com:customer",1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,2
"828","letmc.com:diary",1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,6
"829","letmc.com:free-tier",1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,2
"830","letmc.com:maintenance",1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,2
"831","letmc.com:reporting",1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,2
"832","link.fish",1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,4
"833","loganalytics.io:operationalinsights-OperationalInsights",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,2
"834","lotadata.com",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"835","lufthansa.com:partner",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,5
"836","lufthansa.com:public",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,5
"837","lyft.com",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,2
"838","magento.com",1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,4
"839","magick.nu",1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,4
"840","mandrillapp.com",1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1
"841","mashape.com:geodb",1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,4
"842","mcw.edu",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,4
"843","medium.com",1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,6
"844","miataru.com",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5
"845","microsoft.com:cognitiveservices-CustomSearch",1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,6
"846","microsoft.com:cognitiveservices-EntitySearch",1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,6
"847","microsoft.com:cognitiveservices-ImageSearch",1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,6
"848","microsoft.com:cognitiveservices-NewsSearch",1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,6
"849","microsoft.com:cognitiveservices-Prediction",1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,5
"850","microsoft.com:cognitiveservices-SpellCheck",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,2
"851","microsoft.com:cognitiveservices-Training",1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1
"852","microsoft.com:cognitiveservices-VideoSearch",1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,6
"853","microsoft.com:cognitiveservices-WebSearch",1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,6
"854","moonmoonmoonmoon.com",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,4
"855","motaword.com",1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,3
"856","mozilla.com:kinto",1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,4
"857","nativeads.com",1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,5
"858","naviplancentral.com:factfinder",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,5
"859","naviplancentral.com:plan",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,5
"860","nba.com",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,5
"861","neowsapp.com",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,4
"862","netatmo.net",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,4
"863","netlicensing.io",1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,4
"864","netlify.com",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,6
"865","neutrinoapi.com",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,5
"866","nfusionsolutions.biz",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,5
"867","noosh.com",1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,4
"868","npr.org",1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
"869","nrel.gov:building-case-studies",1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,6
"870","nrel.gov:transportation-incentives-laws",1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,6
"871","nsidc.org",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,4
"872","nytimes.com:archive",1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,6
"873","nytimes.com:article_search",1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,6
"874","nytimes.com:books_api",1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,3
"875","nytimes.com:community",1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,3
"876","nytimes.com:geo_api",1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,6
"877","nytimes.com:most_popular_api",1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,3
"878","nytimes.com:movie_reviews",1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,6
"879","nytimes.com:semantic_api",1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,6
"880","nytimes.com:times_tags",1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,6
"881","nytimes.com:timeswire",1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,6
"882","nytimes.com:top_stories",1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,6
"883","o2.cz:mobility",1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,4
"884","o2.cz:sociodemo",1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,4
"885","oceandrivers.com",1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,4
"886","omdbapi.com",1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,3
"887","openapi-converter.herokuapp.com",1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,4
"888","openbanking.org.uk",1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,4
"889","opencagedata.com",1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,5
"890","opendatasoft.com",1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,6
"891","openfintech.io",1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,4
"892","openstf.io",1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,4
"893","opentargets.io",1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,4
"894","orghunter.com",1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,6
"895","osf.io",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,4
"896","osisoft.com",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,5
"897","owler.com",1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,6
"898","oxforddictionaries.com",1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,5
"899","paccurate.io",1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,5
"900","pandorabots.com",1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,6
"901","passwordutility.net",1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,5
"902","patientview.org",1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,4
"903","paylocity.com",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,5
"904","payments.service.gov.uk:payments",1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,4
"905","payrun.io",1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,5
"906","peel-ci.com",1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,4
"907","personio.de:authentication",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5
"908","personio.de:personnel",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,5
"909","phila.gov:pollingplaces",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,5
"910","polygon.io",1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,6
"911","postmarkapp.com:account",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,5
"912","postmarkapp.com:server",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,5
"913","posty-api.herokuapp.com",1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,4
"914","ptv.vic.gov.au",1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,5
"915","qualpay.com",1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,4
"916","quotes.rest",1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,4
"917","rbaskets.in",1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,4
"918","rebilly.com",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2
"919","receptive.io",1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,2
"920","refugerestrooms.org",1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,4
"921","reverb.com",1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,3
"922","ritc.io",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,5
"923","ritekit.com",1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,5
"924","roaring.io",1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,6
"925","rottentomatoes.com",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,3
"926","rummblelabs.com",1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,5
"927","runscope.com",1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,6
"928","salesloft.com",1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
"929","schooldigger.com",1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,5
"930","scrapewebsite.email",1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,4
"931","selectpdf.com",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5
"932","semantria.com",1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,4
"933","sendgrid.com",1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1
"934","shipstation.com",1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,5
"935","simplyrets.com",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,5
"936","slack.com",1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,6
"937","slicebox.local",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,4
"938","slideroom.com",1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,5
"939","smart-me.com",1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,6
"940","solarvps.com",1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,4
"941","spectrocoin.com",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,4
"942","spinbot.net",1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,3
"943","spinitron.com",1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1
"944","spotify.com",1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,3
"945","squareup.com",1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,2
"946","stackexchange.com",1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1
"947","staging-ecotaco.com",1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,5
"948","statsocial.com",1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,6
"949","stoplight.io",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,5
"950","storecove.com",1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,4
"951","stripe.com",1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,5
"952","surrey.ca:open511",1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,4
"953","surrey.ca:trafficloops",1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,4
"954","swagger.io:generator",1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,4
"955","swaggerhub.com",1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,4
"956","synq.fm",1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,5
"957","taggun.io",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1
"958","taxamo.com",1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,4
"959","taxrates.io",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,5
"960","tfl.gov.uk",1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,2
"961","thenounproject.com",1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,4
"962","thesmsworks.co.uk",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,5
"963","thetvdb.com",1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,4
"964","traccar.org",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,2
"965","transavia.com",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"966","trello.com",1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1
"967","turbinelabs.io",1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,6
"968","tvmaze.com",1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,6
"969","twilio.com",1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1
"970","twinehealth.com",1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,4
"971","twitter.com",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,5
"972","tyk.com",1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,5
"973","uebermaps.com",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5
"974","vatapi.com",1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,6
"975","versioneye.com",1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,4
"976","vestorly.com",1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1
"977","victorops.com",1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,4
"978","visagecloud.com",1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,4
"979","vocadb.net",1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,5
"980","voodoomfg.com",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"981","waag.org",1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,4
"982","watchful.li",1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1
"983","waterlinked.com",1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,5
"984","wavecell.com",1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,6
"985","wealthport.com",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1
"986","weatherbit.io",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,5
"987","weber-gesamtausgabe.de",1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,4
"988","whapi.com:accounts",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,2
"989","whapi.com:bets",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,2
"990","whapi.com:locations",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,2
"991","whapi.com:numbers",1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,6
"992","whapi.com:sessions",1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,6
"993","whapi.com:sportsdata",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,5
"994","who-hosts-this.com",1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,6
"995","wikimedia.org",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1
"996","windows.net:batch-BatchService",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,2
"997","windows.net:graphrbac",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"998","winning.email",1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,4
"999","winsms.co.za",1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,6
"1000","wmata.com:bus-realtime",1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,6
"1001","wmata.com:bus-route",1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,6
"1002","wmata.com:incidents",1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,6
"1003","wmata.com:rail-realtime",1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,6
"1004","wmata.com:rail-station",1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,6
"1005","wordassociations.net",1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,6
"1006","wordnik.com",1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"1007","wowza.com",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3
"1008","wso2apistore.com:transform",1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,6
"1009","xero.com",1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,4
"1010","xkcd.com",1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1
"1011","yunbi.com",1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,4
"1012","zalando.com",1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,5
"1013","zappiti.com",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5
"1014","zoom.us",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3
"1015","zoomconnect.com",1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,4
"1016","zuora.com",1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,4
